,name,model,psnr,ssim,lpips
112,01676.png,HAT,37.619817005124844,0.9741275,0.06161147356033325
113,01682.png,HAT,30.189161451114405,0.9519705,0.057546816766262054
114,01685.png,HAT,28.042609841973306,0.78799033,0.36541977524757385
115,01699.png,HAT,29.279195403667025,0.896673,0.13986293971538544
116,01703.png,HAT,26.650089389673106,0.8013258,0.17615994811058044
117,01705.png,HAT,25.986672249463638,0.79501134,0.20511966943740845
118,01715.png,HAT,26.932156971907617,0.8157883,0.20097938179969788
119,01718.png,HAT,18.434486528889018,0.74783874,0.2795463800430298
120,01730.png,HAT,21.23731876747826,0.72353315,0.2677658200263977
121,01731.png,HAT,17.704304194740356,0.5467095,0.5807890295982361
122,01741.png,HAT,22.26760900902541,0.86551934,0.13414029777050018
123,01770.png,HAT,24.18471560295395,0.73638034,0.4357853829860687
124,01785.png,HAT,25.998022964561805,0.8155144,0.3383541405200958
125,01809.png,HAT,20.627577316293507,0.6016104,0.39603108167648315
126,01817.png,HAT,19.839397362141938,0.6360787,0.34669142961502075
127,01843.png,HAT,24.138360583478303,0.8964581,0.092729851603508
128,01850.png,HAT,23.692260231223425,0.7793634,0.23201291263103485
129,01852.png,HAT,38.712718081711664,0.9790797,0.04119059443473816
130,01892.png,HAT,29.43504397799896,0.87390405,0.10839363932609558
131,01897.png,HAT,21.8091568568884,0.6705076,0.3236185312271118
132,01898.png,HAT,30.692994043854117,0.8122898,0.20726963877677917
133,01900.png,HAT,24.918247321728344,0.7651713,0.26395183801651
134,01928.png,HAT,30.186222629786762,0.9176983,0.1011505275964737
135,01934.png,HAT,23.317847943411664,0.7045633,0.2775075435638428
136,01956.png,HAT,23.86970663073481,0.7696468,0.2643232047557831
137,01963.png,HAT,24.350272047793297,0.78502035,0.2439531832933426
138,01970.png,HAT,24.143031647506305,0.6474493,0.35484376549720764
139,01978.png,HAT,23.096783745940563,0.5939801,0.5361490249633789
140,02029.png,HAT,21.186177772469055,0.6320334,0.5438289642333984
141,02079.png,HAT,20.52584423402227,0.53177613,0.4339863061904907
142,02096.png,HAT,27.527352551833527,0.86508274,0.18021421134471893
143,02110.png,HAT,22.23878742992945,0.5884972,0.5207149982452393
144,02120.png,HAT,24.274041270204116,0.6932258,0.4773181080818176
145,02137.png,HAT,28.376556131307098,0.8072912,0.30718156695365906
146,02140.png,HAT,20.077215201183467,0.59539574,0.6127126812934875
147,02141.png,HAT,21.446442553625552,0.7573416,0.25364452600479126
148,02149.png,HAT,22.22238135061947,0.7577987,0.24924282729625702
149,02171.png,HAT,24.468615575123827,0.7363079,0.44047361612319946
150,02187.png,HAT,25.614289086744577,0.76730245,0.23910735547542572
151,02192.png,HAT,21.202190475068214,0.77152014,0.2144366353750229
152,02201.png,HAT,29.37893843338193,0.8948334,0.12416620552539825
153,02235.png,HAT,25.2275597285244,0.632425,0.3739790916442871
154,02247.png,HAT,19.55373768067917,0.5386037,0.43106746673583984
155,02250.png,HAT,27.871880463209678,0.8770864,0.2255658656358719
156,02304.png,HAT,26.58454714665387,0.853554,0.16606324911117554
157,02320.png,HAT,26.613567857611365,0.8147817,0.23595678806304932
158,02328.png,HAT,24.129226129101372,0.73118764,0.26703333854675293
159,02332.png,HAT,22.696885261315135,0.7351885,0.2976449429988861
160,02346.png,HAT,23.674591314099015,0.7968392,0.1899133026599884
161,02356.png,HAT,22.89633631857122,0.7546735,0.28878408670425415
162,02415.png,HAT,23.175072374568813,0.7044928,0.27241283655166626
163,02420.png,HAT,24.47569233991793,0.734642,0.2865140736103058
164,02422.png,HAT,23.59669439643758,0.7503528,0.25519946217536926
165,02428.png,HAT,24.583210931171582,0.8403271,0.15711507201194763
166,02435.png,HAT,22.19495802009739,0.75359726,0.21349963545799255
167,02443.png,HAT,22.62475833681973,0.67713493,0.3737071752548218
168,02451.png,HAT,22.375953461797575,0.74843484,0.3704667091369629
169,02456.png,HAT,28.629272559753694,0.869533,0.2246299684047699
170,02458.png,HAT,29.878617143607382,0.7976679,0.21829690039157867
171,02466.png,HAT,21.134777012705065,0.6284869,0.546056866645813
172,02470.png,HAT,24.22617721405151,0.6108741,0.37886524200439453
173,02476.png,HAT,25.19711935876561,0.7418189,0.41022825241088867
174,02508.png,HAT,24.837636599888675,0.7441361,0.2685708999633789
175,02516.png,HAT,23.966966598633125,0.77127963,0.23738539218902588
176,02545.png,HAT,26.819924157341873,0.861334,0.161379873752594
177,02571.png,HAT,28.79389770445791,0.7418117,0.2633371353149414
178,02577.png,HAT,26.438084305635456,0.64983743,0.33081555366516113
179,02582.png,HAT,20.58428642313175,0.62591404,0.4777374565601349
180,02595.png,HAT,39.523753495634274,0.96871847,0.07728584110736847
181,02611.png,HAT,27.420930794035485,0.81360483,0.32692185044288635
182,02627.png,HAT,19.281113298251146,0.55377656,0.6035488247871399
183,02636.png,HAT,31.190912828390683,0.93102217,0.07884898781776428
184,02669.png,HAT,26.695494955801173,0.84268713,0.141666442155838
185,02679.png,HAT,25.265055058952107,0.745938,0.38700488209724426
186,02684.png,HAT,22.71263906148951,0.7108808,0.28903186321258545
187,02693.png,HAT,22.149802072062478,0.78574944,0.23212997615337372
188,02701.png,HAT,18.655955747333614,0.8569422,0.11885404586791992
189,02703.png,HAT,37.83731780175849,0.9759396,0.04517410695552826
190,02732.png,HAT,30.229597976747957,0.91199905,0.12078958749771118
191,02734.png,HAT,25.38522743451425,0.77041215,0.2431897521018982
192,02735.png,HAT,30.99425577988571,0.9627423,0.04893026873469353
193,02736.png,HAT,29.71361804967783,0.8779071,0.11778981983661652
194,02738.png,HAT,36.456592146414486,0.9720855,0.053768206387758255
195,02750.png,HAT,22.485112489425546,0.72046167,0.2945998013019562
196,02752.png,HAT,36.005160573873894,0.9745388,0.025979630649089813
197,02768.png,HAT,17.614785990633752,0.5854613,0.50487220287323
198,02787.png,HAT,25.113843901283456,0.75662273,0.36402955651283264
199,02798.png,HAT,22.047855770206816,0.6920181,0.32336121797561646
200,02821.png,HAT,21.447496360510478,0.6448534,0.29686638712882996
201,02831.png,HAT,22.76705177545354,0.7791702,0.20868194103240967
202,02832.png,HAT,21.144024696083626,0.75760794,0.21431797742843628
203,02846.png,HAT,24.201741455352543,0.61281013,0.32721632719039917
204,02848.png,HAT,24.325477311066027,0.6594177,0.39513325691223145
205,02862.png,HAT,25.863683130173168,0.774209,0.3199827969074249
206,02872.png,HAT,26.166701952882867,0.87096864,0.13368576765060425
207,02876.png,HAT,29.35351833494383,0.9382121,0.12549595534801483
208,02897.png,HAT,20.854467722497752,0.7555283,0.22327101230621338
209,02907.png,HAT,22.842559780103056,0.7166378,0.29397299885749817
210,02909.png,HAT,25.79037979947944,0.79949594,0.2399449646472931
211,02911.png,HAT,26.803803272299653,0.71557015,0.3948811888694763
212,02932.png,HAT,28.039736811001635,0.8966062,0.10450582206249237
213,02946.png,HAT,24.103664167360975,0.6199152,0.5595848560333252
214,02954.png,HAT,22.08185432194817,0.74528885,0.2619028091430664
215,02967.png,HAT,24.12899653207861,0.6240565,0.32946768403053284
216,02969.png,HAT,19.79372289489396,0.5670371,0.41350406408309937
217,02983.png,HAT,25.120972436306623,0.87346154,0.08272198587656021
218,02996.png,HAT,26.912588629504,0.85936236,0.1665506213903427
219,03029.png,HAT,29.17981257911524,0.7966316,0.20204944908618927
220,03056.png,HAT,25.831397904121125,0.8044138,0.1827375441789627
221,03066.png,HAT,20.44086834206633,0.58100814,0.4312361478805542
222,03079.png,HAT,26.127912488621497,0.7556427,0.22966715693473816
223,03086.png,HAT,21.35832093024832,0.6495808,0.2963982820510864
224,03087.png,HAT,23.229322028456956,0.7567907,0.27608785033226013
225,03112.png,HAT,24.586992136357022,0.78022856,0.4689149260520935
226,03157.png,HAT,37.0071177362259,0.96715313,0.07957785576581955
227,03158.png,HAT,22.118138447978865,0.5334099,0.49381011724472046
228,03187.png,HAT,38.93405149054287,0.98478407,0.019807323813438416
229,03201.png,HAT,21.235281350712768,0.7737368,0.3841710090637207
230,03239.png,HAT,22.625045494730077,0.7350707,0.2991791367530823
231,03246.png,HAT,26.610223698126838,0.6986229,0.37240979075431824
232,03254.png,HAT,30.166274177364723,0.88258713,0.11313937604427338
233,03272.png,HAT,29.121298772913242,0.7907354,0.2918277084827423
234,03281.png,HAT,24.70525241566854,0.6679086,0.3868727684020996
235,03287.png,HAT,23.638965983747468,0.8033722,0.3152201771736145
236,03288.png,HAT,33.58951797777643,0.89723605,0.25756728649139404
237,03300.png,HAT,26.353573743901784,0.86412364,0.27997007966041565
238,03304.png,HAT,27.075631268918606,0.85772485,0.20475593209266663
239,03308.png,HAT,28.48774767274633,0.8676289,0.29856187105178833
240,03321.png,HAT,17.921126657377723,0.8388138,0.32068681716918945
241,03329.png,HAT,19.323331617607327,0.48018667,0.40244004130363464
242,03361.png,HAT,26.722541770545906,0.71320707,0.394936203956604
243,03367.png,HAT,29.007278143553524,0.8936072,0.20933464169502258
244,03387.png,HAT,21.01023596817939,0.6599557,0.3109212815761566
245,03401.png,HAT,21.608055857016744,0.54388213,0.5615934133529663
246,03402.png,HAT,24.240648995528392,0.6808191,0.4462236762046814
247,03430.png,HAT,25.013233927649704,0.81746525,0.22628270089626312
248,03435.png,HAT,25.774660104430872,0.7690757,0.31791964173316956
249,03471.png,HAT,16.625104043639038,0.78346366,0.205984428524971
250,03511.png,HAT,25.262169964422508,0.78617114,0.25109830498695374
251,03517.png,HAT,21.246207026742812,0.7118401,0.2714001536369324
252,03575.png,HAT,28.605227021512697,0.91288143,0.08013032376766205
253,03584.png,HAT,20.410428751409814,0.5001449,0.47397440671920776
254,03594.png,HAT,25.136856239675396,0.7661832,0.26123690605163574
255,03619.png,HAT,25.478523994420136,0.7283776,0.30200543999671936
256,03641.png,HAT,23.915334226254025,0.7802584,0.2663879990577698
257,03643.png,HAT,23.833570043224668,0.7293156,0.2739163041114807
258,03656.png,HAT,22.031399920235913,0.6835115,0.3033801019191742
259,03659.png,HAT,25.888225680667958,0.79199046,0.2461644560098648
260,03666.png,HAT,22.658695457101217,0.738738,0.28105467557907104
261,03669.png,HAT,26.150219311778443,0.7941885,0.16404485702514648
262,03675.png,HAT,22.614594747489672,0.5795793,0.5624687075614929
263,03688.png,HAT,19.4921482421904,0.54910535,0.4304840564727783
264,03695.png,HAT,20.937498395819137,0.66199416,0.30864593386650085
265,03706.png,HAT,25.640872631125458,0.86952376,0.18647411465644836
266,03707.png,HAT,29.23744402141709,0.86739606,0.10794541239738464
267,03734.png,HAT,22.89107854117436,0.74642605,0.28583797812461853
268,03742.png,HAT,23.661421985421292,0.7126133,0.26639580726623535
269,03787.png,HAT,29.962096962376936,0.8434246,0.21703150868415833
270,03813.png,HAT,26.99662805255433,0.86318296,0.23145830631256104
271,03827.png,HAT,28.83999341182335,0.78994423,0.21440407633781433
272,03842.png,HAT,20.37327044093706,0.63033944,0.33321380615234375
273,03860.png,HAT,21.123682149204086,0.7154154,0.2582373023033142
274,03875.png,HAT,22.985840161506594,0.7041181,0.4445772171020508
275,03879.png,HAT,25.734594297717766,0.8019552,0.20882555842399597
276,03892.png,HAT,36.84561729635578,0.96601725,0.08650161325931549
277,03902.png,HAT,25.910319840611407,0.72327584,0.3678409457206726
278,03909.png,HAT,24.745798466635303,0.6752104,0.3089112639427185
279,03951.png,HAT,24.71527789610044,0.7391061,0.26911064982414246
280,04005.png,HAT,20.949855858650032,0.6610189,0.30609801411628723
281,04006.png,HAT,19.567723162153328,0.5915882,0.6051205396652222
282,04016.png,HAT,23.247798205572977,0.7631405,0.22331202030181885
283,04060.png,HAT,30.6170815364513,0.8098769,0.19331127405166626
284,04072.png,HAT,22.92522932903088,0.7169358,0.2639710009098053
285,04076.png,HAT,23.068917348107753,0.8372042,0.15790678560733795
286,04087.png,HAT,26.35499964330028,0.9204959,0.13258345425128937
287,04093.png,HAT,27.161395813131683,0.81892043,0.15973053872585297
288,04140.png,HAT,22.391749776276242,0.7262799,0.32467445731163025
289,04179.png,HAT,24.54184724476516,0.7371982,0.2909587621688843
290,04190.png,HAT,21.345688014433378,0.71060413,0.2728769779205322
291,04192.png,HAT,27.880779114396617,0.880238,0.12509292364120483
292,04205.png,HAT,24.763306141061,0.8064354,0.23711812496185303
293,04225.png,HAT,25.894757568477388,0.80467063,0.24239543080329895
294,04237.png,HAT,30.82395329545023,0.9188785,0.09101155400276184
295,04240.png,HAT,23.6201091162417,0.65493107,0.37389469146728516
296,04247.png,HAT,20.212070974212914,0.6057306,0.5707332491874695
297,04250.png,HAT,22.772374521729436,0.5904905,0.5514557361602783
298,04269.png,HAT,23.106992400966718,0.6001632,0.5031307339668274
299,04276.png,HAT,24.14156109866141,0.61679673,0.38322293758392334
300,04278.png,HAT,21.45253536268048,0.6455892,0.2999342978000641
301,04286.png,HAT,19.34396437975318,0.502951,0.4474446177482605
302,04308.png,HAT,25.051321454567482,0.7581086,0.38427358865737915
303,04313.png,HAT,21.37314797077338,0.6205217,0.35706627368927
304,04327.png,HAT,29.21570937184037,0.78989464,0.23029369115829468
305,04341.png,HAT,20.231670423363546,0.58313364,0.4047103524208069
306,04346.png,HAT,23.96294192605515,0.78010654,0.25009390711784363
307,04366.png,HAT,21.394134753012747,0.575087,0.42373719811439514
308,04395.png,HAT,29.350713635344896,0.8085026,0.21825957298278809
309,04400.png,HAT,22.4652556572776,0.69694823,0.2526133358478546
310,04403.png,HAT,25.08449199673018,0.7798043,0.2277558147907257
311,04408.png,HAT,30.696109958879617,0.9147319,0.11872264742851257
312,04414.png,HAT,20.40882995551616,0.59310585,0.39254122972488403
313,04423.png,HAT,25.375014937273704,0.6702998,0.33210858702659607
314,04430.png,HAT,21.305577739886054,0.7058554,0.31903907656669617
315,04444.png,HAT,21.63323240876313,0.54078007,0.576382577419281
316,04453.png,HAT,24.301794028149416,0.71394855,0.29334425926208496
317,04455.png,HAT,21.2827374639606,0.5618141,0.40496107935905457
318,04456.png,HAT,21.276364266999536,0.6501421,0.32891207933425903
319,04481.png,HAT,17.682942323214526,0.6978484,0.2590298056602478
320,04488.png,HAT,26.02693418224797,0.7772312,0.22229960560798645
321,04511.png,HAT,24.898613071858485,0.79903823,0.21377414464950562
322,04512.png,HAT,19.434142859696045,0.4815643,0.3936992287635803
323,04525.png,HAT,22.91919197900708,0.79008514,0.3485386073589325
324,04529.png,HAT,39.44343679768009,0.9694557,0.07279250770807266
325,04536.png,HAT,29.61010508298049,0.8769748,0.11871712654829025
326,04584.png,HAT,19.030495770493673,0.6295895,0.4497471749782562
327,04585.png,HAT,24.878318481835265,0.7644287,0.25967293977737427
328,04602.png,HAT,22.650275345386838,0.7852693,0.28938400745391846
329,04612.png,HAT,26.451638121303432,0.8434524,0.17437300086021423
330,04625.png,HAT,24.277879736095358,0.79065853,0.2009652554988861
331,04631.png,HAT,26.299367210541607,0.78014994,0.3623177111148834
332,04760.png,HAT,16.032228268159322,0.75555915,0.1848183125257492
333,04764.png,HAT,22.742147036403964,0.74715614,0.3897283673286438
334,04777.png,HAT,22.330348104610863,0.6794521,0.3045348525047302
335,04778.png,HAT,19.216452762249908,0.48512697,0.39545875787734985
336,04817.png,HAT,26.222499448060404,0.76226956,0.20271776616573334
337,04825.png,HAT,22.228828926890255,0.83905584,0.26853400468826294
338,04850.png,HAT,24.633881938351585,0.75412506,0.2739447355270386
339,04872.png,HAT,25.164938039530696,0.91118497,0.14886760711669922
340,04885.png,HAT,26.67070642654243,0.80352926,0.2878781259059906
341,04895.png,HAT,25.00585471205701,0.8238265,0.23629344999790192
342,04896.png,HAT,20.30891230399153,0.57431835,0.3209373652935028
343,04918.png,HAT,22.147100434532266,0.66584945,0.28927552700042725
344,04950.png,HAT,30.12061199488069,0.90937203,0.12457439303398132
345,04965.png,HAT,22.447421947737954,0.69754416,0.25408121943473816
346,04979.png,HAT,21.286045909903272,0.72167325,0.2675657272338867
347,04984.png,HAT,24.33083355684619,0.72495747,0.3197026252746582
348,05004.png,HAT,21.23346090502598,0.7082262,0.27191752195358276
349,05015.png,HAT,19.0076608336761,0.8223154,0.16058295965194702
350,05031.png,HAT,38.3316049614568,0.9698365,0.07399962097406387
351,05051.png,HAT,23.174749847927224,0.69208884,0.31075137853622437
352,05052.png,HAT,18.440683029992925,0.6084445,0.531821608543396
353,05063.png,HAT,30.12837651207142,0.8104048,0.2915500998497009
354,05081.png,HAT,22.82753954679267,0.751359,0.2556181848049164
355,05090.png,HAT,23.689628249249807,0.72947234,0.2636556923389435
356,05094.png,HAT,21.19889224242714,0.68194205,0.3348378539085388
357,05097.png,HAT,20.616467713015947,0.62761664,0.538578450679779
358,05113.png,HAT,21.248452537478943,0.5775406,0.3790227174758911
359,05145.png,HAT,25.05876664168232,0.6820639,0.31859496235847473
360,05148.png,HAT,19.994116854941176,0.6067905,0.35352349281311035
361,05161.png,HAT,22.669072771694445,0.58675075,0.5130969882011414
362,05210.png,HAT,32.41900486368508,0.95884794,0.0532778799533844
363,05211.png,HAT,23.62206110593042,0.7222328,0.2712211012840271
364,05234.png,HAT,22.661009085995396,0.73514515,0.2992357611656189
365,05241.png,HAT,29.233468279534026,0.82072467,0.2711951732635498
366,05257.png,HAT,22.798719888502244,0.67697304,0.39163973927497864
367,05285.png,HAT,23.274773684244806,0.7265992,0.226068377494812
368,05343.png,HAT,25.909751482905627,0.79802394,0.2371286302804947
369,05345.png,HAT,25.410834175280144,0.834702,0.18715648353099823
370,05353.png,HAT,20.10238130905437,0.5762649,0.3173714876174927
371,05370.png,HAT,25.788682362801566,0.73474616,0.42338573932647705
372,05384.png,HAT,26.673927587089533,0.7111187,0.3865344822406769
373,05416.png,HAT,27.258636907589615,0.81793547,0.3454759120941162
374,05424.png,HAT,30.936546627845935,0.92168283,0.08802174776792526
375,05428.png,HAT,21.1243382915599,0.6300231,0.5461032390594482
376,05431.png,HAT,24.446259447528064,0.63404584,0.36867696046829224
377,05449.png,HAT,29.16796342643755,0.8090434,0.2149200737476349
378,05488.png,HAT,29.751876522799936,0.8981326,0.11656471341848373
379,05499.png,HAT,24.194602458998375,0.62251467,0.563853919506073
380,05500.png,HAT,21.56294253012272,0.7368389,0.1647481471300125
381,05509.png,HAT,26.672912105238495,0.70992756,0.3913806974887848
382,05535.png,HAT,9.06311837874883,0.19369252,0.6420112252235413
383,05536.png,HAT,23.287712816903074,0.6253434,0.29426389932632446
384,05542.png,HAT,24.889400156850407,0.8083187,0.2251652479171753
385,05600.png,HAT,24.371405953976,0.74872094,0.27590468525886536
386,05614.png,HAT,25.46515009765969,0.81882364,0.1965482234954834
387,05615.png,HAT,23.429431521834488,0.80343837,0.15903370082378387
388,05622.png,HAT,22.615093837190223,0.62742656,0.344014436006546
389,05633.png,HAT,25.04925302896728,0.83276373,0.20406398177146912
390,05636.png,HAT,34.7123045954535,0.8960927,0.15544436872005463
391,05640.png,HAT,27.577691397002916,0.89280695,0.11650878190994263
392,05641.png,HAT,25.785055084226784,0.7965894,0.24338701367378235
393,05664.png,HAT,31.469537819268094,0.8783938,0.18051835894584656
394,05675.png,HAT,27.859704400838872,0.86172265,0.23986659944057465
395,05680.png,HAT,29.284983881280017,0.74096805,0.2798328995704651
396,05682.png,HAT,21.289733950675558,0.7519943,0.26033109426498413
397,05713.png,HAT,22.993420703315742,0.72685844,0.2682594656944275
398,05730.png,HAT,25.19450957950776,0.7848043,0.21931332349777222
399,05742.png,HAT,24.073108992483462,0.75893813,0.28542447090148926
400,05754.png,HAT,23.21834381279266,0.7686612,0.24513715505599976
401,05799.png,HAT,19.740926655759576,0.5725831,0.4117221534252167
402,05828.png,HAT,26.263306902154888,0.7751303,0.2557428479194641
403,05846.png,HAT,24.92453347536221,0.8543277,0.1305592656135559
404,05856.png,HAT,26.689811863414086,0.7949021,0.4668537676334381
405,05857.png,HAT,20.606613236926364,0.80862474,0.1408265233039856
406,05864.png,HAT,27.563823889653914,0.89073277,0.1158379465341568
407,05870.png,HAT,23.276548712777902,0.71193177,0.27850818634033203
408,05875.png,HAT,16.250677252923886,0.79128313,0.20633848011493683
409,05878.png,HAT,23.011043420428813,0.7149089,0.2837013900279999
410,05883.png,HAT,20.119285409134527,0.5972387,0.604461669921875
